Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
9,:,1612272931.486,26.712,0,227,0,0,2390141961,1,5,0.95
16,:,1612272931.511,26.768,0,228,0,0,3390822559,0.125,25,0.95
13,:,1612272931.502,26.821,0,228,0,0,1501843923,0.125,25,0.9
11,:,1612272931.495,27.039,0,228,0,0,1501843923,0.125,25,0.8
15,:,1612272931.508,27.365,0,228,0,0,2182315642,1,25,0.9
14,:,1612272931.505,27.477,0,228,0,0,991818103,0.5,1,0.8
10,:,1612272931.491,27.647,0,228,0,0,107577988,0.25,5,0.9
12,:,1612272931.499,28.467,0,228,0,0,4173556719,0.125,1,0.8
5,:,1612272931.468,41.094,0,227,0,0,3390822559,0.5,1,0.95
21,:,1612272931.534,41.85,0,228,0,0,3543305936,0.25,1,0.95
1,:,1612272931.449,42.291,0,227,0,0,2390141961,0.125,1,0.9
4,:,1612272931.463,42.296,0,227,0,0,1501843923,0.125,1,0.95
2,:,1612272931.453,42.746,0,227,0,0,1111384852,1,5,0.9
6,:,1612272931.472,42.735,0,227,0,0,3543305936,2,1,0.8
18,:,1612272931.522,42.968,0,228,0,0,2182315642,0.25,5,0.9
3,:,1612272931.459,43.326,0,227,0,0,2034693659,0.125,5,0.8
20,:,1612272931.53,43.263,0,228,0,0,1395720285,2,1,0.9
22,:,1612272931.539,43.319,0,228,0,0,3602412539,0.125,5,0.8
24,:,1612272931.548,43.725,0,228,0,0,3602412539,0.5,25,0.9
23,:,1612272931.543,43.973,0,228,0,0,3543305936,0.25,25,0.9
19,:,1612272931.526,44.026,0,228,0,0,4047805392,2,5,0.95
8,:,1612272931.481,44.098,0,227,0,0,1953635580,0.125,5,0.95
7,:,1612272931.477,44.447,0,227,0,0,2289609983,2,5,0.95
17,:,1612272931.516,45.333,0,228,0,0,4173556719,0.25,5,0.8
25,:,1612272958.204,27.206,0,228,0,0,2034693659,1,5,0.95
27,:,1612272958.329,27.308,0,228,0,0,3602412539,0.125,1,0.9
26,:,1612272958.286,27.71,0,228,0,0,1395720285,0.25,25,0.9
28,:,1612272958.538,28.177,0,228,0,0,991818103,0.5,25,0.9
30,:,1612272958.987,27.733,0,228,0,0,4047805392,1,5,0.9
29,:,1612272958.882,28.146,0,228,0,0,1953635580,0.125,5,0.9
31,:,1612272959.142,28.15,0,228,0,0,1953635580,0.125,5,0.8
32,:,1612272959.971,27.424,0,228,0,0,3602412539,0.5,1,0.8
56,:,1612272987.399,23.924,0,150,-1,15,2289609983,1,5,0.95
51,:,1612272986.002,26.573,0,228,0,0,733348321,0.5,5,0.8
50,:,1612272985.641,27.427,0,228,0,0,240309497,2,1,0.95
49,:,1612272985.415,28.391,0,228,0,0,1953635580,2,25,0.9
52,:,1612272986.721,27.094,0,228,0,0,733348321,0.5,1,0.8
55,:,1612272987.297,26.693,0,228,0,0,2034693659,0.25,1,0.95
53,:,1612272986.731,27.646,0,228,0,0,4047805392,1,5,0.95
54,:,1612272987.034,27.544,0,228,0,0,240309497,2,5,0.95
34,:,1612272973.391,43.046,0,228,0,0,1501843923,2,5,0.9
33,:,1612272972.568,44.069,0,228,0,0,240309497,0.25,1,0.95
41,:,1612272974.798,42.89,0,228,0,0,1501843923,0.25,1,0.95
38,:,1612272974.212,43.539,0,228,0,0,2390141961,1,5,0.9
40,:,1612272974.792,43.246,0,228,0,0,733348321,2,5,0.9
35,:,1612272973.748,44.413,0,228,0,0,4047805392,0.5,5,0.8
39,:,1612272974.497,43.701,0,228,0,0,90715284,0.5,5,0.9
36,:,1612272973.765,44.449,0,228,0,0,384799037,0.125,5,0.9
44,:,1612272975.522,42.699,0,228,0,0,1111384852,0.125,1,0.95
37,:,1612272974.206,44.236,0,228,0,0,240309497,0.25,5,0.95
43,:,1612272975.28,44.131,0,228,0,0,4047805392,0.25,1,0.8
47,:,1612272975.931,43.562,0,228,0,0,4047805392,0.5,5,0.95
42,:,1612272974.865,44.747,0,228,0,0,991818103,0.125,5,0.9
