timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,1067.6609331278266,926.6129015543215,457.21927321681034,1033.2767940527003
10,29289304.861814093,163542.1206333703,50430.93931857911,171141.18400260672
20,2.88382934512287e+23,15017673305751.305,7927952005026.999,16981841316897.498
30,5.53223663646208e+41,2.240916292973089e+22,7.145143835849856e+21,2.3520707124706264e+22
40,1.0166711263205972e+63,9.261623353376042e+32,3.986156732023869e+32,1.0083011089553543e+33
50,3.825865301269097e+86,6.137495759310288e+44,7.679836047333132e+43,6.185357953481025e+44
60,7.019892659873344e+110,8.310277473142121e+56,1.0668715565240435e+56,8.37847996946543e+56
70,2.2130329078159704e+135,1.475511520507191e+69,1.8946941881613724e+68,1.4876266022816244e+69
80,6.132765024197783e+159,2.467113234620606e+81,2.147494161985752e+80,2.4764420090520557e+81
90,1.7822508348554206e+184,4.189525832655785e+93,5.199823516851914e+92,4.221671274336055e+93
100,2.3088953417660776e+209,1.4997945528534528e+106,2.439500789038412e+105,1.5195049660221837e+106
110,1.55829238840826e+235,1.2395827338727538e+119,1.4740093043400213e+118,1.2483158207794452e+119
120,2.300140350784159e+261,1.4996265505714437e+132,2.264079495188984e+131,1.516621360387674e+132
130,2.4173588135531794e+287,1.54746334242813e+145,1.5071833794976852e+144,1.5547857773832313e+145
140,,,,
150,,,,
160,,,,
170,,,,
180,,,,
190,,,,
200,,,,
210,,,,
220,,,,
230,,,,
240,,,,
250,,,,
260,,,,
270,,,,
280,,,,
290,,,,
300,,,,
